,Year,Selling Price,Kilometer_Driven,Fuel Type,Seller Type,Transmission,Owner,Brand Name,Model Name
7880,2012,200000,90000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet VX
7881,2017,660000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus LX
7882,2015,1700000,39000,Diesel,Individual,Manual,First Owner,Mitsubishi,Pajero Sport 4X4
7883,2009,90000,60000,Diesel,Individual,Manual,Second Owner,Tata,Indica V2 DLE BSIII
7884,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W6 2WD
7885,2010,160000,90000,Petrol,Individual,Manual,Second Owner,Ford,Figo Petrol EXI
7886,2006,150000,80000,Petrol,Individual,Manual,Third Owner,Honda,Civic 1.8 (E) MT
7887,2010,200000,35000,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LX BSIV
7888,2011,365000,185000,Diesel,Individual,Manual,Second Owner,Toyota,Corolla Altis Diesel D4DG
7889,2009,140000,110000,Petrol,Individual,Manual,Second Owner,Fiat,Punto 1.2 Active
7890,2016,360000,100000,Diesel,Individual,Manual,First Owner,Fiat,Avventura Power Up 1.3 Active
7891,2008,200000,110000,Petrol,Individual,Manual,Second Owner,Honda,City 2017-2020 GXi
7892,2010,250000,100000,Diesel,Individual,Manual,Second Owner,Skoda,Laura Ambiente
7893,2008,229999,110000,Diesel,Individual,Manual,Second Owner,Skoda,Laura Ambiente 1.9 PD
7894,2011,320000,130000,Diesel,Individual,Manual,Second Owner,Ford,Fiesta 1.4 ZXi TDCi ABS
7895,2003,85000,68300,Petrol,Individual,Manual,Third Owner,Hyundai,Santro Xing XS eRLX Euro II
7896,2018,1200000,27000,Petrol,Individual,Manual,First Owner,Hyundai,Creta 1.6 SX
7897,2018,740000,9000,Petrol,Individual,Automatic,First Owner,Maruti,Baleno Zeta Automatic
7898,2013,345000,40000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi
7899,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,Maruti,Ignis 1.2 AMT Zeta BSIV
7900,2019,490000,10000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI 1.2
7901,2013,250000,100000,Diesel,Individual,Manual,First Owner,Tata,Indigo CR4
7902,2017,430000,20000,Petrol,Individual,Automatic,First Owner,Maruti,Wagon R AMT VXI
7903,2014,225000,35000,Petrol,Individual,Manual,First Owner,Hyundai,EON Era
7904,2018,850000,15000,Diesel,Individual,Manual,Second Owner,Mahindra,Thar CRDe
7905,2018,620000,15000,Petrol,Individual,Automatic,First Owner,Maruti,Ignis 1.2 AMT Zeta BSIV
7906,2014,440000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Sportz 1.4 CRDi
7907,2016,800000,70000,Diesel,Individual,Manual,First Owner,Maruti,Vitara Brezza ZDi Plus Dual Tone
7908,2018,700000,10000,Petrol,Individual,Manual,Second Owner,Maruti,Baleno Alpha 1.2
7909,2016,600000,47000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI Optional
7910,2012,200000,90000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista Quadrajet VX
7911,2017,660000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero Power Plus LX
7912,2015,1700000,39000,Diesel,Individual,Manual,First Owner,Mitsubishi,Pajero Sport 4X4
7913,2015,450000,53000,Diesel,Individual,Manual,First Owner,Hyundai,Grand i10 CRDi Sportz
7914,2013,420000,105000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Dzire VDI
7915,2011,500000,121941,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 EV PS 8 STR BSIV
7916,2016,350000,15000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XZ
7917,2014,280000,100000,Diesel,Individual,Manual,First Owner,Mahindra,Xylo D2 BSIV
7918,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,Renault,Duster 85PS Diesel RxL Optional with Nav
7919,2013,295000,82246,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna
7920,2016,540000,20000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI Optional
7921,2017,754000,40000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire ZDI
7922,2011,650000,89580,Diesel,Dealer,Manual,Second Owner,Toyota,Innova 2.5 GX 8 STR BSIV
7923,2011,550000,250000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX 7 STR
7924,2011,550000,250000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 V Diesel 7-seater
7925,2019,675000,2789,Petrol,Dealer,Manual,First Owner,Ford,Figo 1.2P Titanium MT
7926,2018,700000,35278,Diesel,Dealer,Manual,First Owner,Ford,Freestyle Titanium Plus Diesel
7927,2018,795000,2860,Diesel,Dealer,Manual,First Owner,Ford,Freestyle Titanium Diesel
7928,2010,515000,200000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 7 STR
7929,2018,450000,20000,Petrol,Individual,Manual,First Owner,Mahindra,KUV 100 G80 K4 Plus
7930,2008,155000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,Getz 1.1 GVS
7931,2011,350000,100000,Diesel,Individual,Manual,Second Owner,Toyota,Etios VXD
7932,2011,250000,78562,Diesel,Dealer,Manual,First Owner,Ford,Figo Diesel Titanium
7933,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,Verna 1.6 SX
7934,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,Verna 1.6 SX
7935,2003,55599,36088,Petrol,Individual,Manual,First Owner,Maruti,800 EX BSII
7936,2014,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.4 CRDi
7937,2012,315000,100000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD SP
7938,2018,750000,40000,Diesel,Individual,Manual,First Owner,Maruti,S-Cross 2017-2020 Alpha DDiS 200 SH
7939,2020,450000,10000,Petrol,Individual,Manual,First Owner,Datsun,GO T Option
7940,2008,175000,60000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Vdi BSIII
7941,2019,650000,10000,Petrol,Individual,Manual,First Owner,Hyundai,i20 Active SX Petrol
7942,2018,1050000,10000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga ZDI Plus
7943,2011,375000,35000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
7944,2014,1100000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Santa Fe 2WD MT
7945,2019,1550000,28000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W11 BSIV
7946,2017,620000,35000,Diesel,Individual,Manual,First Owner,Ford,Figo Aspire 1.5 TDCi Sports Edition
7947,2017,1511000,32000,Diesel,Individual,Manual,First Owner,Jeep,Compass 2.0 Limited 4X4
7948,2003,135000,40000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI
7949,2011,375000,35000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
7950,2019,320000,10000,Petrol,Individual,Manual,First Owner,Renault,KWID RXL
7951,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,Mahindra,XUV500 W11 AT BSIV
7952,2016,320000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI
7953,2012,400000,129000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire Zdi BSIV
7954,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,Mahindra,XUV500 AT W10 FWD
7955,2018,310000,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
7956,2018,595000,28000,Petrol,Individual,Manual,Second Owner,Tata,Nexon 1.2 Revotron XM
7957,2017,800000,60000,Diesel,Individual,Manual,First Owner,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta
7958,2013,350000,70000,Petrol,Individual,Manual,First Owner,Mahindra,Verito 1.6 G6 Executive BSIII
7959,2013,275000,110000,Diesel,Individual,Manual,First Owner,Tata,Indica Vista TDI LX
7960,2019,420000,10000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
7961,2008,250000,110000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna CRDi SX ABS
7962,2007,250000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Ldi BSIV
7963,2008,290000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Scorpio VLX 2WD BSIII
7964,2016,525000,60000,Petrol,Individual,Automatic,First Owner,Hyundai,Xcent 1.2 Kappa AT SX Option
7965,2008,250000,110000,Diesel,Individual,Manual,Third Owner,Mahindra,Scorpio LX 2.6 Turbo
7966,2007,90000,64000,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XL
7967,2017,430000,10000,Petrol,Individual,Manual,First Owner,Maruti,Celerio VXI
7968,2017,630000,35000,Petrol,Individual,Manual,First Owner,Maruti,Baleno Zeta 1.2
7969,2018,550000,23000,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XZ Option
7970,2019,630000,15000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI
7971,2018,850000,20000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 Plus P4 BSIV
7972,2011,455000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero SLX 2WD
7973,2011,445000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero SLX 2WD
7974,2013,370000,80000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.4 CRDi
7975,2016,500000,50000,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz
7976,2005,95000,50000,Diesel,Individual,Manual,Second Owner,Tata,Indica DLS
7977,2012,140000,185000,Diesel,Individual,Manual,Second Owner,Tata,Indica Vista TDI LX
7978,2019,550000,40000,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI
7979,2017,300000,30000,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional
7980,2011,150000,120000,Diesel,Individual,Manual,First Owner,Tata,Indigo CS eLX BS IV
7981,2011,229999,500000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R VXI BS IV
7982,2017,880000,46000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio Intelli Hybrid S6 Plus
7983,2011,900000,120000,Diesel,Individual,Manual,First Owner,Toyota,Fortuner 3.0 Diesel
7984,2015,720000,80000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S2 9 Seater
7985,2016,550000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,i20 Magna 1.4 CRDi
7986,2015,720000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S2 9 Seater
7987,2006,70000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XL
7988,2016,535000,70000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI BSIV
7989,2015,320000,91000,Diesel,Individual,Manual,Third Owner,Hyundai,Xcent 1.1 CRDi Base
7990,2015,500000,90000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Sportz Option 1.4 CRDi
7991,2014,525000,110000,Diesel,Individual,Manual,Second Owner,Maruti,Ertiga VDI
7992,2019,220000,90000,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT BSIV
7993,2018,350000,50000,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XT
7994,2016,530000,60000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 mHAWK100 T8
7995,2013,215000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
7996,2012,335000,100000,Diesel,Individual,Manual,First Owner,Volkswagen,Vento Diesel Highline
7997,2015,320000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,Xcent 1.1 CRDi Base
7998,2011,135000,120000,Diesel,Individual,Manual,Second Owner,Ford,Figo Diesel LXI
7999,2009,175000,95000,Petrol,Individual,Manual,Second Owner,Maruti,A-Star Vxi
8000,2017,800000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 ZLX
8001,2007,78000,38000,Petrol,Individual,Manual,Second Owner,Tata,Indica GLS BS IV
8002,2014,565000,56000,Petrol,Individual,Manual,Second Owner,Honda,City i VTEC VX
8003,2017,575000,50000,Diesel,Individual,Manual,First Owner,Hyundai,i20 2015-2017 Sportz 1.4 CRDi
8004,2014,170000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus
8005,2014,250999,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
8006,2015,950000,188000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500 W10 2WD
8007,2014,650000,60000,Petrol,Individual,Manual,First Owner,Honda,City i VTEC E
8008,2013,550000,133000,Diesel,Individual,Manual,First Owner,Tata,Safari Storme EX
8009,2010,650000,160000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 E Diesel PS 7-Seater
8010,2013,800000,150000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 4WD
8011,2020,250999,30000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
8012,2013,170000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI
8013,2013,250000,30000,Diesel,Individual,Manual,First Owner,Tata,Indigo CS LE (TDI) BS-III
8014,2014,312000,80000,Petrol,Individual,Manual,First Owner,Chevrolet,Enjoy Petrol LS 7 Seater
8015,2014,250000,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
8016,2013,200000,80000,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus
8017,2016,670000,73000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S2 7 Seater
8018,2017,270000,50000,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite Plus
8019,2012,360000,200000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLX
8020,2018,630000,46000,Diesel,Individual,Manual,First Owner,Maruti,Swift VDI
8021,2003,55599,36088,Petrol,Individual,Manual,First Owner,Maruti,800 EX BSII
8022,2018,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra,Supro LX 8 Str
8023,2014,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai,i20 Sportz 1.4 CRDi
8024,2018,764000,25000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz 1.4 Alpha
8025,2019,710000,30000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 SLE
8026,2018,1575000,30000,Diesel,Individual,Manual,First Owner,Tata,Hexa XT
8027,2018,1050000,13000,Diesel,Individual,Manual,First Owner,Force,One SX ABS 7 Seating
8028,2019,1000000,15000,Petrol,Individual,Manual,First Owner,Maruti,XL6 Alpha
8029,2017,650000,44000,Diesel,Dealer,Manual,First Owner,Maruti,SX4 S Cross 2015-2017 DDiS 200 Sigma
8030,2015,600000,63000,Diesel,Individual,Manual,First Owner,Ford,EcoSport 1.5 TDCi Titanium BSIV
8031,2016,509999,110000,Diesel,Individual,Manual,First Owner,Mahindra,TUV 300 T8
8032,2017,610000,14000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa SX Option
8033,2017,310000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 VXI
8034,2016,720000,35000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero 2011-2019 ZLX BSIII
8035,2012,158000,110000,Diesel,Individual,Manual,Second Owner,Tata,Indigo eCS LS TDI BSIII
8036,2011,175000,85700,Diesel,Individual,Manual,Second Owner,Tata,Indigo LS
8037,2010,217000,120000,Diesel,Individual,Manual,First Owner,Maruti,Ritz VDi
8038,2013,484999,50000,Diesel,Individual,Manual,First Owner,Honda,Amaze VX i-DTEC
8039,2012,315000,100000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD SP
8040,2016,550000,35000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent 1.1 CRDi SX
8041,2012,280000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Swift ZXI
8042,2013,350000,90000,Petrol,Individual,Manual,First Owner,Ford,Classic 1.6 Duratec LXI
8043,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500 W10 2WD
8044,2016,420000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 Magna
8045,2017,810000,80000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz 1.4 Alpha
8046,2011,290000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,i20 1.2 Sportz
8047,2012,180000,60000,Petrol,Individual,Manual,First Owner,Chevrolet,Beat LT
8048,2010,160000,162000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
8049,2017,66000,70000,Petrol,Individual,Manual,Third Owner,Tata,Nano XE
8050,2015,369000,20000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R Stingray VXI
8051,2012,300000,80000,Diesel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 VX 4x2 BS IV
8052,2008,350000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero PLUS AC
8053,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,Hyundai,i10 Asta Sunroof AT
8054,2005,160000,220000,Diesel,Individual,Manual,First Owner,Chevrolet,Tavera B3 LT L1 10 Seats BSIII
8055,2009,221000,100000,Diesel,Individual,Manual,Second Owner,Maruti,Swift Ldi BSIV
8056,2017,400000,35000,Petrol,Individual,Manual,First Owner,Tata,Zest Revotron 1.2 XT
8057,2004,250000,120000,Petrol,Individual,Manual,Second Owner,Toyota,Camry V4 (MT)
8058,2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,Bolero DI BSIII
8059,2012,190000,110000,Petrol,Individual,Manual,First Owner,Maruti,Eeco 5 Seater AC BSIV
8060,2017,300000,60000,Petrol,Individual,Manual,First Owner,Renault,KWID RXT
8061,2017,750000,27000,Diesel,Individual,Manual,First Owner,Hyundai,i20 1.4 Asta Dual Tone
8062,2016,650000,50000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
8063,2018,635000,40000,Petrol,Individual,Manual,First Owner,Honda,Amaze i-VTEC Privilege Edition
8064,2013,520000,88000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX
8065,2020,1500000,50000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S11 4WD BSIV
8066,2012,415000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
8067,2019,700000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Elite i20 Diesel Sportz
8068,2017,484999,26000,Petrol,Individual,Manual,Second Owner,Maruti,Swift LXI
8069,2007,120000,80000,Petrol,Individual,Manual,Second Owner,Ford,Fiesta 1.4 Durasport EXI
8070,2014,220000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,EON Era Plus
8071,2014,320000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Magna
8072,2011,375000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Swift VDI
8073,2012,440000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX CRDi (O)
8074,2019,550000,15000,Petrol,Individual,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT
8075,2017,640000,35000,Diesel,Individual,Manual,Second Owner,Maruti,Swift ZDI BSIV
8076,2014,420000,120000,Diesel,Individual,Manual,First Owner,Toyota,Etios GD
8077,2016,330000,63000,Diesel,Individual,Manual,Third Owner,Hyundai,Grand i10 CRDi Sportz
8078,2019,800000,25000,Diesel,Individual,Manual,First Owner,Volkswagen,Ameo 1.5 TDI Highline Plus
8079,2011,240000,64500,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI BS IV
8080,2016,360000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,KUV 100 mFALCON D75 K2 Plus
8081,2017,750000,40000,Diesel,Individual,Manual,First Owner,Hyundai,Verna 1.6 CRDi SX
8082,2017,570000,15000,Petrol,Individual,Manual,Second Owner,Hyundai,i20 1.2 Magna Executive
8083,2015,450000,25000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD
8084,2016,270000,82000,Petrol,Individual,Manual,Third Owner,Maruti,Ritz LXi
8085,2012,459999,87000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga VDI
8086,2015,240000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 VXI
8087,2012,320000,110000,Diesel,Individual,Manual,Third Owner,Renault,Duster 110PS Diesel RxZ
8088,2011,149000,148000,Diesel,Individual,Manual,Second Owner,Tata,Manza Aura (ABS) Quadrajet BS IV
8089,2018,1500000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Scorpio S11 BSIV
8090,2011,180000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Accent Executive
8091,2012,185000,70000,LPG,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS LPG
8092,2008,65000,40000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
8093,2010,130000,120000,Diesel,Individual,Manual,First Owner,Tata,Indigo LX
8094,2012,330000,60000,Diesel,Individual,Manual,First Owner,Ford,Fiesta Classic 1.4 Duratorq CLXI
8095,2011,190000,90000,Diesel,Dealer,Manual,First Owner,Tata,Manza Aura (ABS) Quadrajet
8096,2014,501000,68000,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI
8097,2017,600000,24500,Diesel,Dealer,Manual,First Owner,Honda,Amaze S i-DTEC
8098,2012,570000,77000,Diesel,Dealer,Manual,Second Owner,Mahindra,XUV500 W8 4WD
8099,2015,450000,85000,Diesel,Dealer,Manual,First Owner,Honda,Amaze VX O iDTEC
8100,2011,285000,45500,Petrol,Dealer,Manual,First Owner,Toyota,Etios 1.5 V
8101,2014,490000,67000,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI
8102,2014,500000,77000,Diesel,Dealer,Manual,First Owner,Maruti,Swift VDI
8103,2016,275000,47000,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus
8104,2017,440000,57000,Petrol,Dealer,Manual,First Owner,Tata,Tiago XT
8105,2018,825000,71500,Diesel,Dealer,Manual,First Owner,Hyundai,i20 1.4 Asta Option
8106,2012,411000,110000,Diesel,Dealer,Manual,First Owner,Toyota,Etios Liva 1.4 GD
8107,2013,470000,82000,Diesel,Dealer,Manual,Second Owner,Maruti,Swift Dzire VDI
8108,2013,445000,70000,Diesel,Dealer,Manual,Second Owner,Maruti,Swift VDI
8109,2017,752000,28000,Diesel,Dealer,Manual,First Owner,Maruti,Baleno Zeta Diesel
8110,2016,650000,125000,Diesel,Dealer,Manual,Second Owner,Skoda,Rapid 1.5 TDI Style Plus Black Package
8111,2013,450000,67000,Diesel,Dealer,Manual,Second Owner,Maruti,Swift VDI
8112,2011,350000,93500,Petrol,Dealer,Manual,Third Owner,Honda,City 1.5 V MT
8113,2012,511000,8500,Petrol,Dealer,Manual,First Owner,Maruti,Swift VVT VXI
8114,2016,700000,80000,Diesel,Dealer,Manual,First Owner,Maruti,Baleno Zeta 1.3
8115,2016,1800000,30000,Diesel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 ZX AT BSIV
8116,2018,550000,14200,Petrol,Individual,Manual,First Owner,Ford,Figo Aspire 1.2 Ti-VCT Trend
8117,2007,142000,97000,Petrol,Individual,Manual,First Owner,Ford,Fiesta 1.4 Duratec EXI Limited Edition
8118,2012,725000,90000,Diesel,Individual,Manual,First Owner,Tata,New Safari DICOR 2.2 VX 4x2
8119,2017,630000,30000,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Asta Option
